period,subba,subba-name,parent,parent-name,value,value-units
2024-02-24T17,ZONJ,New York City,NYIS,New York Independent System Operator,5259,megawatthours
2024-02-24T16,ZONJ,New York City,NYIS,New York Independent System Operator,5188,megawatthours
2024-02-24T15,ZONJ,New York City,NYIS,New York Independent System Operator,5078,megawatthours
2024-02-24T14,ZONJ,New York City,NYIS,New York Independent System Operator,4886,megawatthours
2024-02-24T13,ZONJ,New York City,NYIS,New York Independent System Operator,4705,megawatthours
2024-02-24T12,ZONJ,New York City,NYIS,New York Independent System Operator,4529,megawatthours
2024-02-24T11,ZONJ,New York City,NYIS,New York Independent System Operator,4381,megawatthours
2024-02-24T10,ZONJ,New York City,NYIS,New York Independent System Operator,4301,megawatthours
2024-02-24T09,ZONJ,New York City,NYIS,New York Independent System Operator,4315,megawatthours
2024-02-24T08,ZONJ,New York City,NYIS,New York Independent System Operator,4375,megawatthours
2024-02-24T07,ZONJ,New York City,NYIS,New York Independent System Operator,4492,megawatthours
2024-02-24T06,ZONJ,New York City,NYIS,New York Independent System Operator,4672,megawatthours
2024-02-24T05,ZONJ,New York City,NYIS,New York Independent System Operator,4886,megawatthours
2024-02-24T04,ZONJ,New York City,NYIS,New York Independent System Operator,5155,megawatthours
2024-02-24T03,ZONJ,New York City,NYIS,New York Independent System Operator,5387,megawatthours
2024-02-24T02,ZONJ,New York City,NYIS,New York Independent System Operator,5559,megawatthours
2024-02-24T01,ZONJ,New York City,NYIS,New York Independent System Operator,5735,megawatthours
2024-02-24T00,ZONJ,New York City,NYIS,New York Independent System Operator,5908,megawatthours
2024-02-23T23,ZONJ,New York City,NYIS,New York Independent System Operator,6004,megawatthours
2024-02-23T22,ZONJ,New York City,NYIS,New York Independent System Operator,5965,megawatthours
2024-02-23T21,ZONJ,New York City,NYIS,New York Independent System Operator,5930,megawatthours
2024-02-23T20,ZONJ,New York City,NYIS,New York Independent System Operator,5944,megawatthours
2024-02-23T19,ZONJ,New York City,NYIS,New York Independent System Operator,5940,megawatthours
2024-02-23T18,ZONJ,New York City,NYIS,New York Independent System Operator,5912,megawatthours
2024-02-23T17,ZONJ,New York City,NYIS,New York Independent System Operator,5920,megawatthours
2024-02-23T16,ZONJ,New York City,NYIS,New York Independent System Operator,5861,megawatthours
2024-02-23T15,ZONJ,New York City,NYIS,New York Independent System Operator,5811,megawatthours
2024-02-23T14,ZONJ,New York City,NYIS,New York Independent System Operator,5597,megawatthours
2024-02-23T13,ZONJ,New York City,NYIS,New York Independent System Operator,5306,megawatthours
2024-02-23T12,ZONJ,New York City,NYIS,New York Independent System Operator,4941,megawatthours
2024-02-23T11,ZONJ,New York City,NYIS,New York Independent System Operator,4574,megawatthours
2024-02-23T10,ZONJ,New York City,NYIS,New York Independent System Operator,4381,megawatthours
2024-02-23T09,ZONJ,New York City,NYIS,New York Independent System Operator,4360,megawatthours
2024-02-23T08,ZONJ,New York City,NYIS,New York Independent System Operator,4420,megawatthours
2024-02-23T07,ZONJ,New York City,NYIS,New York Independent System Operator,4549,megawatthours
2024-02-23T06,ZONJ,New York City,NYIS,New York Independent System Operator,4740,megawatthours
2024-02-23T05,ZONJ,New York City,NYIS,New York Independent System Operator,5004,megawatthours
2024-02-23T04,ZONJ,New York City,NYIS,New York Independent System Operator,5309,megawatthours
2024-02-23T03,ZONJ,New York City,NYIS,New York Independent System Operator,5610,megawatthours
2024-02-23T02,ZONJ,New York City,NYIS,New York Independent System Operator,5806,megawatthours
2024-02-23T01,ZONJ,New York City,NYIS,New York Independent System Operator,5997,megawatthours
2024-02-23T00,ZONJ,New York City,NYIS,New York Independent System Operator,6168,megawatthours
2024-02-22T23,ZONJ,New York City,NYIS,New York Independent System Operator,6253,megawatthours
2024-02-22T22,ZONJ,New York City,NYIS,New York Independent System Operator,6168,megawatthours
2024-02-22T21,ZONJ,New York City,NYIS,New York Independent System Operator,5991,megawatthours
2024-02-22T20,ZONJ,New York City,NYIS,New York Independent System Operator,5980,megawatthours
2024-02-22T19,ZONJ,New York City,NYIS,New York Independent System Operator,6004,megawatthours
2024-02-22T18,ZONJ,New York City,NYIS,New York Independent System Operator,5935,megawatthours
2024-02-22T17,ZONJ,New York City,NYIS,New York Independent System Operator,5927,megawatthours
2024-02-22T16,ZONJ,New York City,NYIS,New York Independent System Operator,5923,megawatthours
2024-02-22T15,ZONJ,New York City,NYIS,New York Independent System Operator,5903,megawatthours
2024-02-22T14,ZONJ,New York City,NYIS,New York Independent System Operator,5812,megawatthours
2024-02-22T13,ZONJ,New York City,NYIS,New York Independent System Operator,5575,megawatthours
2024-02-22T12,ZONJ,New York City,NYIS,New York Independent System Operator,5189,megawatthours
2024-02-22T11,ZONJ,New York City,NYIS,New York Independent System Operator,4772,megawatthours
2024-02-22T10,ZONJ,New York City,NYIS,New York Independent System Operator,4565,megawatthours
2024-02-22T09,ZONJ,New York City,NYIS,New York Independent System Operator,4534,megawatthours
2024-02-22T08,ZONJ,New York City,NYIS,New York Independent System Operator,4589,megawatthours
2024-02-22T07,ZONJ,New York City,NYIS,New York Independent System Operator,4707,megawatthours
2024-02-22T06,ZONJ,New York City,NYIS,New York Independent System Operator,4897,megawatthours
2024-02-22T05,ZONJ,New York City,NYIS,New York Independent System Operator,5162,megawatthours
2024-02-22T04,ZONJ,New York City,NYIS,New York Independent System Operator,5476,megawatthours
2024-02-22T03,ZONJ,New York City,NYIS,New York Independent System Operator,5760,megawatthours
2024-02-22T02,ZONJ,New York City,NYIS,New York Independent System Operator,5970,megawatthours
2024-02-22T01,ZONJ,New York City,NYIS,New York Independent System Operator,6186,megawatthours
2024-02-22T00,ZONJ,New York City,NYIS,New York Independent System Operator,6286,megawatthours
2024-02-21T23,ZONJ,New York City,NYIS,New York Independent System Operator,6228,megawatthours
2024-02-21T22,ZONJ,New York City,NYIS,New York Independent System Operator,6214,megawatthours
2024-02-21T21,ZONJ,New York City,NYIS,New York Independent System Operator,6160,megawatthours
2024-02-21T20,ZONJ,New York City,NYIS,New York Independent System Operator,6140,megawatthours
2024-02-21T19,ZONJ,New York City,NYIS,New York Independent System Operator,6179,megawatthours
2024-02-21T18,ZONJ,New York City,NYIS,New York Independent System Operator,6240,megawatthours
2024-02-21T17,ZONJ,New York City,NYIS,New York Independent System Operator,6233,megawatthours
2024-02-21T16,ZONJ,New York City,NYIS,New York Independent System Operator,6198,megawatthours
2024-02-21T15,ZONJ,New York City,NYIS,New York Independent System Operator,6139,megawatthours
2024-02-21T14,ZONJ,New York City,NYIS,New York Independent System Operator,5977,megawatthours
2024-02-21T13,ZONJ,New York City,NYIS,New York Independent System Operator,5697,megawatthours
2024-02-21T12,ZONJ,New York City,NYIS,New York Independent System Operator,5318,megawatthours
2024-02-21T11,ZONJ,New York City,NYIS,New York Independent System Operator,4893,megawatthours
2024-02-21T10,ZONJ,New York City,NYIS,New York Independent System Operator,4682,megawatthours
2024-02-21T09,ZONJ,New York City,NYIS,New York Independent System Operator,4640,megawatthours
2024-02-21T08,ZONJ,New York City,NYIS,New York Independent System Operator,4699,megawatthours
2024-02-21T07,ZONJ,New York City,NYIS,New York Independent System Operator,4803,megawatthours
2024-02-21T06,ZONJ,New York City,NYIS,New York Independent System Operator,4979,megawatthours
2024-02-21T05,ZONJ,New York City,NYIS,New York Independent System Operator,5248,megawatthours
2024-02-21T04,ZONJ,New York City,NYIS,New York Independent System Operator,5565,megawatthours
2024-02-21T03,ZONJ,New York City,NYIS,New York Independent System Operator,5851,megawatthours
2024-02-21T02,ZONJ,New York City,NYIS,New York Independent System Operator,6090,megawatthours
2024-02-21T01,ZONJ,New York City,NYIS,New York Independent System Operator,6244,megawatthours
2024-02-21T00,ZONJ,New York City,NYIS,New York Independent System Operator,6357,megawatthours
2024-02-20T23,ZONJ,New York City,NYIS,New York Independent System Operator,6357,megawatthours
2024-02-20T22,ZONJ,New York City,NYIS,New York Independent System Operator,6217,megawatthours
2024-02-20T21,ZONJ,New York City,NYIS,New York Independent System Operator,6122,megawatthours
2024-02-20T20,ZONJ,New York City,NYIS,New York Independent System Operator,6092,megawatthours
2024-02-20T19,ZONJ,New York City,NYIS,New York Independent System Operator,6098,megawatthours
2024-02-20T18,ZONJ,New York City,NYIS,New York Independent System Operator,6119,megawatthours
2024-02-20T17,ZONJ,New York City,NYIS,New York Independent System Operator,6125,megawatthours
2024-02-20T16,ZONJ,New York City,NYIS,New York Independent System Operator,6134,megawatthours
2024-02-20T15,ZONJ,New York City,NYIS,New York Independent System Operator,6134,megawatthours
2024-02-20T14,ZONJ,New York City,NYIS,New York Independent System Operator,6022,megawatthours
2024-02-20T13,ZONJ,New York City,NYIS,New York Independent System Operator,5763,megawatthours
2024-02-20T12,ZONJ,New York City,NYIS,New York Independent System Operator,5381,megawatthours
2024-02-20T11,ZONJ,New York City,NYIS,New York Independent System Operator,4955,megawatthours
2024-02-20T10,ZONJ,New York City,NYIS,New York Independent System Operator,4726,megawatthours
2024-02-20T09,ZONJ,New York City,NYIS,New York Independent System Operator,4669,megawatthours
2024-02-20T08,ZONJ,New York City,NYIS,New York Independent System Operator,4692,megawatthours
2024-02-20T07,ZONJ,New York City,NYIS,New York Independent System Operator,4778,megawatthours
2024-02-20T06,ZONJ,New York City,NYIS,New York Independent System Operator,4943,megawatthours
2024-02-20T05,ZONJ,New York City,NYIS,New York Independent System Operator,5155,megawatthours
2024-02-20T04,ZONJ,New York City,NYIS,New York Independent System Operator,5414,megawatthours
2024-02-20T03,ZONJ,New York City,NYIS,New York Independent System Operator,5645,megawatthours
2024-02-20T02,ZONJ,New York City,NYIS,New York Independent System Operator,5779,megawatthours
2024-02-20T01,ZONJ,New York City,NYIS,New York Independent System Operator,5873,megawatthours
2024-02-20T00,ZONJ,New York City,NYIS,New York Independent System Operator,5950,megawatthours
2024-02-19T23,ZONJ,New York City,NYIS,New York Independent System Operator,5888,megawatthours
2024-02-19T22,ZONJ,New York City,NYIS,New York Independent System Operator,5753,megawatthours
2024-02-19T21,ZONJ,New York City,NYIS,New York Independent System Operator,5663,megawatthours
2024-02-19T20,ZONJ,New York City,NYIS,New York Independent System Operator,5625,megawatthours
2024-02-19T19,ZONJ,New York City,NYIS,New York Independent System Operator,5641,megawatthours
2024-02-19T18,ZONJ,New York City,NYIS,New York Independent System Operator,5667,megawatthours
2024-02-19T17,ZONJ,New York City,NYIS,New York Independent System Operator,5674,megawatthours
2024-02-19T16,ZONJ,New York City,NYIS,New York Independent System Operator,5618,megawatthours
2024-02-19T15,ZONJ,New York City,NYIS,New York Independent System Operator,5505,megawatthours
2024-02-19T14,ZONJ,New York City,NYIS,New York Independent System Operator,5362,megawatthours
2024-02-19T13,ZONJ,New York City,NYIS,New York Independent System Operator,5186,megawatthours
2024-02-19T12,ZONJ,New York City,NYIS,New York Independent System Operator,4966,megawatthours
2024-02-19T11,ZONJ,New York City,NYIS,New York Independent System Operator,4716,megawatthours
2024-02-19T10,ZONJ,New York City,NYIS,New York Independent System Operator,4572,megawatthours
2024-02-19T09,ZONJ,New York City,NYIS,New York Independent System Operator,4543,megawatthours
2024-02-19T08,ZONJ,New York City,NYIS,New York Independent System Operator,4600,megawatthours
2024-02-19T07,ZONJ,New York City,NYIS,New York Independent System Operator,4713,megawatthours
2024-02-19T06,ZONJ,New York City,NYIS,New York Independent System Operator,4864,megawatthours
2024-02-19T05,ZONJ,New York City,NYIS,New York Independent System Operator,5061,megawatthours
2024-02-19T04,ZONJ,New York City,NYIS,New York Independent System Operator,5286,megawatthours
2024-02-19T03,ZONJ,New York City,NYIS,New York Independent System Operator,5486,megawatthours
2024-02-19T02,ZONJ,New York City,NYIS,New York Independent System Operator,5608,megawatthours
2024-02-19T01,ZONJ,New York City,NYIS,New York Independent System Operator,5709,megawatthours
2024-02-19T00,ZONJ,New York City,NYIS,New York Independent System Operator,5748,megawatthours
2024-02-18T23,ZONJ,New York City,NYIS,New York Independent System Operator,5625,megawatthours
2024-02-18T22,ZONJ,New York City,NYIS,New York Independent System Operator,5499,megawatthours
2024-02-18T21,ZONJ,New York City,NYIS,New York Independent System Operator,5445,megawatthours
2024-02-18T20,ZONJ,New York City,NYIS,New York Independent System Operator,5458,megawatthours
2024-02-18T19,ZONJ,New York City,NYIS,New York Independent System Operator,5510,megawatthours
2024-02-18T18,ZONJ,New York City,NYIS,New York Independent System Operator,5543,megawatthours
2024-02-18T17,ZONJ,New York City,NYIS,New York Independent System Operator,5551,megawatthours
2024-02-18T16,ZONJ,New York City,NYIS,New York Independent System Operator,5487,megawatthours
2024-02-18T15,ZONJ,New York City,NYIS,New York Independent System Operator,5370,megawatthours
2024-02-18T14,ZONJ,New York City,NYIS,New York Independent System Operator,5203,megawatthours
2024-02-18T13,ZONJ,New York City,NYIS,New York Independent System Operator,5019,megawatthours
2024-02-18T12,ZONJ,New York City,NYIS,New York Independent System Operator,4879,megawatthours
2024-02-18T11,ZONJ,New York City,NYIS,New York Independent System Operator,4769,megawatthours
2024-02-18T10,ZONJ,New York City,NYIS,New York Independent System Operator,4706,megawatthours
2024-02-18T09,ZONJ,New York City,NYIS,New York Independent System Operator,4733,megawatthours
